Farmer Name,County,Crop Type,Crop Variety,Season,Planted Area (Acres),Yield (Kg),Market Price (KES/Kg),Revenue (KES),Cost of Production (KES),Profit (KES),Planting Date,Harvest Date,Soil Type,Irrigation Method,Fertilizer Used,Pest Control,Weather Impact,Farmer Contact,Notes
Farmer 441,Nyeri,Beans,Organic,N/A,6.56,2822.04,108.68,2011947.46,56458.31,1955489.15,2023-07-31,2023-09-02,Peaty,None,DAP,Chemical,Mild,796098221,High yield
Farmer 442,Nakuru,Cassava,Organic,Short Rains,13.21,911.48,80.05,963854.1,41475.94,922378.16,2023-04-06,2023-12-13,Silty,None,UREA,Chemical,Severe,710475894,Delayed harvest
Farmer 443,Kiambu,,Organic,Dry Season,3.45,1735.39,50.96,305102.39,2073.11,303029.28,2023-08-17,2023-06-19,,,UREA,Organic,Mild,765337219,
Farmer 444,Kiambu,Sorghum,Hybrid,Short Rains,17.94,137.75,109.28,270056.56,53442.79,216613.77,2023-01-29,2024-01-23,Loam,Sprinkler,N/A,None,Severe,775579548,Pest issues
Farmer 445,Nyeri,Error,,Dry Season,12.33,1266.77,198.26,3096677.28,86398.23,3010279.05,2023-11-25,2024-01-02,Peaty,None,CAN,Error,Error,719832887,Delayed harvest
Farmer 446,Error,,Organic,Dry Season,Error,831.29,Error,,66502.17,,2023-02-03,2023-11-10,Clay,Drip,UREA,Organic,None,764543049,
Farmer 447,N/A,,Local,Dry Season,1.47,2374.31,,,93441.34,,N/A,2023-11-04,Sandy,None,UREA,Organic,Severe,784437458,
Farmer 448,Kericho,Potatoes,Organic,Dry Season,7,2886.13,51.18,1033984.93,24306.75,1009678.18,2023-10-13,2024-01-28,Peaty,Flood,UREA,Organic,None,756164955,High yield
Farmer 449,Nakuru,Maize,Organic,Dry Season,16.96,1313.41,149.28,3325276.73,Error,,2023-06-16,Error,Loam,Flood,DAP,Error,N/A,797705310,
Farmer 450,Nyeri,Rice,Hybrid,Short Rains,19.21,1602.76,64.4,1982812.86,18609,1964203.86,2023-01-03,2023-05-13,Loam,Sprinkler,Manure,None,Mild,739587039,
Farmer 451,Machakos,Tomatoes,Hybrid,Error,7.47,303.87,108.4,246058.12,61649.8,184408.32,2023-10-27,2024-02-24,Sandy,Flood,CAN,Organic,None,715957459,High yield
Farmer 452,Nyeri,Wheat,Hybrid,Short Rains,1.34,2015.92,183.5,495694.57,14602.01,481092.56,2023-05-01,2024-01-04,Clay,Sprinkler,CAN,Chemical,None,710475894,Delayed harvest
Farmer 453,Kericho,Tomatoes,Hybrid,Long Rains,18.71,3533.92,13.55,895921.17,7408.42,888512.75,2023-04-17,2023-12-05,Silty,Sprinkler,CAN,Organic,None,760929647,
Farmer 454,Kisumu,Tea,Local,Long Rains,13.18,3050.22,181.45,7294634.68,50952.31,7243682.37,2023-07-03,2023-08-10,Sandy,Sprinkler,CAN,Chemical,None,784252420,
Farmer 455,Kiambu,Coffee,Local,Dry Season,4.97,797.58,98.56,390689.14,65730.27,324958.87,2023-03-03,2023-06-22,Sandy,None,Manure,Organic,N/A,761700055,
Farmer 456,Meru,Tea,Hybrid,Dry Season,16.7,554.13,46.4,429384.25,85549.6,343834.65,N/A,2023-04-24,Sandy,Drip,Error,Organic,Mild,744188276,
Farmer 457,Nairobi,Tea,Hybrid,Dry Season,14.36,2245.98,112.04,3613544.64,32589.43,3580955.21,2023-10-03,2024-03-17,Error,Flood,DAP,None,Mild,730005727,Pest issues
Farmer 458,Nyeri,Tomatoes,Hybrid,Dry Season,6.46,4492.39,188.02,5456498.22,46147.22,5410351,2023-02-24,2023-04-17,Silty,Drip,DAP,None,None,754769200,High yield
Farmer 459,Eldoret,Cassava,Hybrid,Long Rains,11.26,1573.03,159.31,2821749.35,48805.58,2772943.77,2023-02-21,2023-11-13,Peaty,Sprinkler,None,Chemical,Error,733966966,Delayed harvest
Farmer 460,Error,Rice,Hybrid,N/A,2.39,1968.53,49.9,234768.86,73963.53,160805.33,2023-11-28,2023-11-11,Loam,Flood,None,Organic,Mild,738195995,Pest issues
Farmer 461,Nyeri,Potatoes,Organic,Dry Season,10.83,1054.78,N/A,,59005.02,,2023-07-03,2024-03-26,Silty,Flood,CAN,Chemical,None,N/A,
Farmer 462,,Tomatoes,Hybrid,Dry Season,7.62,784.6,52.29,312623.71,11311.13,301312.58,2023-04-29,2024-03-20,Sandy,Flood,UREA,None,Severe,794705205,High yield
Farmer 463,Kericho,Rice,Local,Dry Season,7.4,1220.05,29.45,265885.5,23909.22,241976.28,Error,2024-02-20,Sandy,Sprinkler,Manure,Chemical,Severe,727778019,Delayed harvest
Farmer 464,Eldoret,Tea,Organic,Dry Season,7.22,1975.02,100.52,1433379.46,21749.66,1411629.8,2023-09-22,2023-06-21,Silty,Flood,DAP,Chemical,None,,Delayed harvest
Farmer 465,Error,Wheat,Hybrid,Long Rains,16.31,1068.73,Error,,42896.49,,2023-01-23,2023-11-11,Loam,Flood,UREA,None,Mild,757130035,Delayed harvest
Farmer 466,,Rice,Local,Dry Season,5.56,3392.88,94.84,1789100.91,46315.29,1742785.62,2023-03-23,2023-07-18,Clay,Flood,None,Organic,Mild,724549543,
Farmer 467,Nairobi,Cassava,Hybrid,Short Rains,15.83,879.27,173.88,2420208.61,77783.72,2342424.89,2023-04-16,N/A,,None,UREA,None,Severe,772820592,
Farmer 468,Eldoret,Cassava,Hybrid,Short Rains,0.99,3220.96,11.18,35650.23,13071.97,22578.26,2023-11-06,2023-11-27,Loam,Sprinkler,,None,Severe,769476001,Delayed harvest
Farmer 469,Nyeri,Maize,Hybrid,Short Rains,5.54,134.63,136.8,102032.31,56651.74,45380.57,2023-07-06,2024-01-19,Peaty,Sprinkler,None,Organic,Mild,759684848,High yield
Farmer 470,Error,Maize,Organic,Dry Season,17.29,894.91,14.08,217859.75,35297.77,182561.98,2023-10-07,2023-12-13,Clay,Flood,Manure,None,None,777005685,
Farmer 471,Nyeri,Tomatoes,Local,Error,18.92,3000.36,109.79,6232428.2,81857.72,6150570.48,2023-04-07,2024-03-04,Clay,Drip,CAN,None,N/A,799038526,Delayed harvest
Farmer 472,Kericho,Tea,Hybrid,Long Rains,3.06,547.58,66.53,111477.32,78985.75,32491.57,N/A,2024-01-11,Sandy,Sprinkler,UREA,Chemical,Severe,754349361,Pest issues
Farmer 473,Kiambu,Cassava,Hybrid,Long Rains,9.63,4178.12,172.39,6936162.61,86590.45,6849572.16,2023-10-18,2023-10-03,Clay,Sprinkler,Error,Error,None,Error,Pest issues
Farmer 474,Nairobi,N/A,Hybrid,Short Rains,8.15,1663.79,152.62,2069510.18,88586.17,1980924.01,2023-12-03,2023-11-23,Loam,None,UREA,Chemical,Mild,736445607,High yield
Farmer 475,Meru,Wheat,Organic,Short Rains,16.94,1868.56,69.81,2209724.3,59199.47,2150524.83,2023-03-15,2023-09-05,Loam,None,,Chemical,Severe,748840994,
Farmer 476,Mombasa,Coffee,Hybrid,Long Rains,8.93,4068.95,186.56,6778792.58,73148.88,6705643.7,2023-09-02,2023-10-11,Loam,Sprinkler,UREA,None,Severe,788961459,
Farmer 477,Eldoret,Rice,Hybrid,Dry Season,6.32,2614.69,187.68,3101382.12,23725.24,3077656.88,2023-03-04,2023-07-07,Silty,Sprinkler,UREA,Chemical,None,778159587,
Farmer 478,Error,Tea,Hybrid,,0.62,1526.34,44.76,42357.77,65959.67,-23601.9,2023-06-08,2023-08-10,Peaty,None,DAP,None,Mild,719335534,
Farmer 479,Meru,Tea,Organic,Short Rains,1.54,654.95,31.22,31489.21,29723.21,1766,2023-08-10,2023-11-26,Peaty,Sprinkler,DAP,Organic,Severe,790048665,High yield
Farmer 480,Nairobi,Maize,Local,Error,13.64,2558.82,Error,,89684.01,,2023-03-02,2024-01-06,Loam,,,,Mild,741774346,
Farmer 481,Error,Sorghum,N/A,N/A,2.23,374.45,56.83,47454.39,82273.66,-34819.27,2023-01-20,2023-05-19,Sandy,None,Manure,Organic,None,732097220,Error
Farmer 482,Machakos,Tomatoes,Local,Short Rains,11.97,3572.89,56.11,2399684.05,35333.53,2364350.52,2023-08-02,2023-10-25,Loam,Flood,UREA,Chemical,Mild,747338124,High yield
Farmer 483,Machakos,Maize,Organic,Short Rains,13.94,1488.23,41.67,864482.74,16980.58,847502.16,2023-03-30,2024-03-04,Loam,None,Manure,Chemical,Severe,739854548,
Farmer 484,Nakuru,Maize,N/A,Long Rains,18,1329.87,188.56,4513685.17,81393.02,4432292.15,2023-12-25,2023-10-15,Silty,N/A,CAN,Organic,None,731831063,Delayed harvest
Farmer 485,,N/A,Hybrid,Long Rains,18.6,3062.1,186.97,10648887.57,74246.89,10574640.68,2023-06-15,2024-03-23,Silty,Sprinkler,DAP,Chemical,Mild,773993471,Delayed harvest
Farmer 486,Kisumu,N/A,Hybrid,Error,4.76,173.88,25.56,21155.21,3310.6,17844.61,2023-07-11,2023-06-20,Loam,None,None,Chemical,Mild,745059710,Pest issues
Farmer 487,Machakos,Rice,Organic,Long Rains,14.68,3782.42,20.02,1111629.03,94193.14,1017435.89,2023-04-24,2024-01-04,Loam,None,UREA,None,None,711049999,Delayed harvest
Farmer 488,,Tea,,Long Rains,10.17,4776.8,Error,,90941.99,,2023-08-23,2023-11-19,Silty,None,CAN,Chemical,None,735921441,
Farmer 489,Kericho,Wheat,Hybrid,Dry Season,14.77,239.61,66.42,235063.02,95959.19,139103.83,2023-06-17,2023-06-26,Clay,Flood,UREA,Organic,Severe,789978790,
Farmer 490,Kiambu,Potatoes,Local,Long Rains,1.81,4377.81,Error,,95352.47,,2023-01-30,2023-09-06,Silty,Drip,Manure,None,None,793016315,Delayed harvest
Farmer 491,Nairobi,Potatoes,Organic,Long Rains,13.5,1839.78,,,41325.89,,2023-08-01,2023-07-05,Sandy,Sprinkler,None,None,None,717901903,High yield
Farmer 492,Kericho,Beans,Organic,Long Rains,19.81,1802.97,87.02,3108079.04,79023.56,3029055.48,2023-07-11,2023-08-27,Peaty,Drip,N/A,None,Error,777005685,
Farmer 493,Meru,Cassava,Organic,Short Rains,15.18,4231.04,105.48,6774683.71,48535.98,6726147.73,2023-12-17,2023-04-26,Peaty,Drip,Manure,Chemical,None,758537831,Delayed harvest
Farmer 494,Nakuru,Cassava,Local,Short Rains,8.35,4286.15,93.93,3361693.88,17485.82,3344208.06,2023-10-16,2023-04-13,Loam,Flood,CAN,None,Severe,787337818,High yield
Farmer 495,Kiambu,Coffee,Organic,Long Rains,12.09,,120.04,,1070.99,,Error,2023-10-20,Silty,None,DAP,Chemical,Mild,713176186,High yield
Farmer 496,Eldoret,Potatoes,Hybrid,Dry Season,10.06,2023.1,50.35,1024742.64,27940.08,996802.56,2023-11-08,2023-04-07,,Drip,DAP,None,Mild,779008866,Delayed harvest
Farmer 497,Eldoret,Beans,Hybrid,Dry Season,19.4,3223.27,95.21,5953618.21,68258.75,5885359.46,2023-09-26,2023-09-11,Clay,Flood,,Chemical,Severe,768353204,Delayed harvest
Farmer 498,,Beans,Organic,Dry Season,0.67,2133.31,155.02,221572.83,2280.99,219291.84,2023-11-26,2024-01-31,Loam,Flood,Manure,N/A,Mild,718526544,
Farmer 499,Kericho,Cassava,Hybrid,Dry Season,6.36,4112.78,Error,,54915.02,,2023-11-17,2023-09-24,Loam,Sprinkler,None,Chemical,Mild,725014631,Pest issues
Farmer 500,Meru,Tea,Organic,Dry Season,10.74,Error,174.88,,N/A,,2023-05-04,2023-08-07,Clay,Flood,CAN,None,Mild,716789850,Delayed harvest
